"Step","cou_cyl_s_NB_12_NF_4_seed_07 - neg_log_likel_test","cou_cyl_s_NB_12_NF_4_seed_07 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_4_seed_07 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_4_seed_07 - neg_log_likel_test","cou_cyl_m_NC_8_NF_4_seed_07 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_4_seed_07 - neg_log_likel_test__MAX","cou_s_NB_12_NF_4_seed_07 - neg_log_likel_test","cou_s_NB_12_NF_4_seed_07 - neg_log_likel_test__MIN","cou_s_NB_12_NF_4_seed_07 - neg_log_likel_test__MAX","cou_m_NC_8_NF_4_seed_07 - neg_log_likel_test","cou_m_NC_8_NF_4_seed_07 - neg_log_likel_test__MIN","cou_m_NC_8_NF_4_seed_07 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_4_seed_24 - neg_log_likel_test","cou_cyl_s_NB_12_NF_4_seed_24 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_4_seed_24 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_4_seed_24 - neg_log_likel_test","cou_cyl_m_NC_8_NF_4_seed_24 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_4_seed_24 - neg_log_likel_test__MAX","cou_s_NB_12_NF_4_seed_24 - neg_log_likel_test","cou_s_NB_12_NF_4_seed_24 - neg_log_likel_test__MIN","cou_s_NB_12_NF_4_seed_24 - neg_log_likel_test__MAX","cou_m_NC_8_NF_4_seed_24 - neg_log_likel_test","cou_m_NC_8_NF_4_seed_24 - neg_log_likel_test__MIN","cou_m_NC_8_NF_4_seed_24 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_4_seed_42 - neg_log_likel_test","cou_cyl_s_NB_12_NF_4_seed_42 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_4_seed_42 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_4_seed_42 - neg_log_likel_test","cou_cyl_m_NC_8_NF_4_seed_42 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_4_seed_42 - neg_log_likel_test__MAX"
"39","-41.04296112060547","-41.04296112060547","-41.04296112060547","-41.04212188720703","-41.04212188720703","-41.04212188720703","-41.01398849487305","-41.01398849487305","-41.01398849487305","-41.0444450378418","-41.0444450378418","-41.0444450378418","-41.09669494628906","-41.09669494628906","-41.09669494628906","-41.09931564331055","-41.09931564331055","-41.09931564331055","-41.075927734375","-41.075927734375","-41.075927734375","-41.100502014160156","-41.100502014160156","-41.100502014160156","-41.14255142211914","-41.14255142211914","-41.14255142211914","-41.148284912109375","-41.148284912109375","-41.148284912109375"
"40","-41.03798294067383","-41.03798294067383","-41.03798294067383","-41.041351318359375","-41.041351318359375","-41.041351318359375","-41.009803771972656","-41.009803771972656","-41.009803771972656","-41.04500198364258","-41.04500198364258","-41.04500198364258","-41.097110748291016","-41.097110748291016","-41.097110748291016","-41.09686279296875","-41.09686279296875","-41.09686279296875","-41.07112121582031","-41.07112121582031","-41.07112121582031","-41.107200622558594","-41.107200622558594","-41.107200622558594","-41.14826202392578","-41.14826202392578","-41.14826202392578","-41.152462005615234","-41.152462005615234","-41.152462005615234"
"41","-41.04182815551758","-41.04182815551758","-41.04182815551758","-41.04171371459961","-41.04171371459961","-41.04171371459961","-41.00993728637695","-41.00993728637695","-41.00993728637695","-41.03837585449219","-41.03837585449219","-41.03837585449219","-41.09808349609375","-41.09808349609375","-41.09808349609375","-41.10054397583008","-41.10054397583008","-41.10054397583008","-41.070411682128906","-41.070411682128906","-41.070411682128906","-41.10026931762695","-41.10026931762695","-41.10026931762695","-41.14741134643555","-41.14741134643555","-41.14741134643555","-41.15134811401367","-41.15134811401367","-41.15134811401367"
"42","-41.04165267944336","-41.04165267944336","-41.04165267944336","-41.03821563720703","-41.03821563720703","-41.03821563720703","-41.0142936706543","-41.0142936706543","-41.0142936706543","-41.04792022705078","-41.04792022705078","-41.04792022705078","-41.09809494018555","-41.09809494018555","-41.09809494018555","-41.0998420715332","-41.0998420715332","-41.0998420715332","-41.07197189331055","-41.07197189331055","-41.07197189331055","-41.10366439819336","-41.10366439819336","-41.10366439819336","-41.151893615722656","-41.151893615722656","-41.151893615722656","-41.15373611450195","-41.15373611450195","-41.15373611450195"
"43","-41.03949737548828","-41.03949737548828","-41.03949737548828","-41.03996658325195","-41.03996658325195","-41.03996658325195","-41.01806640625","-41.01806640625","-41.01806640625","-41.03633117675781","-41.03633117675781","-41.03633117675781","-41.10029220581055","-41.10029220581055","-41.10029220581055","-41.09859085083008","-41.09859085083008","-41.09859085083008","-41.076011657714844","-41.076011657714844","-41.076011657714844","-41.098907470703125","-41.098907470703125","-41.098907470703125","-41.14590072631836","-41.14590072631836","-41.14590072631836","-41.15160369873047","-41.15160369873047","-41.15160369873047"
"44","-41.04176712036133","-41.04176712036133","-41.04176712036133","-41.03824234008789","-41.03824234008789","-41.03824234008789","-41.015689849853516","-41.015689849853516","-41.015689849853516","-41.04439926147461","-41.04439926147461","-41.04439926147461","-41.09907913208008","-41.09907913208008","-41.09907913208008","-41.09654235839844","-41.09654235839844","-41.09654235839844","-41.07622528076172","-41.07622528076172","-41.07622528076172","-41.103187561035156","-41.103187561035156","-41.103187561035156","-41.150203704833984","-41.150203704833984","-41.150203704833984","-41.1532096862793","-41.1532096862793","-41.1532096862793"
"45","-41.04395294189453","-41.04395294189453","-41.04395294189453","-41.04488754272461","-41.04488754272461","-41.04488754272461","-41.01078796386719","-41.01078796386719","-41.01078796386719","-41.03742218017578","-41.03742218017578","-41.03742218017578","-41.09625244140625","-41.09625244140625","-41.09625244140625","-41.094913482666016","-41.094913482666016","-41.094913482666016","-41.076759338378906","-41.076759338378906","-41.076759338378906","-41.10130310058594","-41.10130310058594","-41.10130310058594","-41.1485710144043","-41.1485710144043","-41.1485710144043","-41.157493591308594","-41.157493591308594","-41.157493591308594"
"46","-41.042266845703125","-41.042266845703125","-41.042266845703125","-41.040061950683594","-41.040061950683594","-41.040061950683594","-41.01470947265625","-41.01470947265625","-41.01470947265625","-41.04714584350586","-41.04714584350586","-41.04714584350586","-41.09600067138672","-41.09600067138672","-41.09600067138672","-41.09812545776367","-41.09812545776367","-41.09812545776367","-41.07381820678711","-41.07381820678711","-41.07381820678711","-41.10360336303711","-41.10360336303711","-41.10360336303711","-41.14756393432617","-41.14756393432617","-41.14756393432617","-41.1524658203125","-41.1524658203125","-41.1524658203125"
"47","-41.03734588623047","-41.03734588623047","-41.03734588623047","-41.040771484375","-41.040771484375","-41.040771484375","-41.013221740722656","-41.013221740722656","-41.013221740722656","-41.05223083496094","-41.05223083496094","-41.05223083496094","-41.095218658447266","-41.095218658447266","-41.095218658447266","-41.10498046875","-41.10498046875","-41.10498046875","-41.071964263916016","-41.071964263916016","-41.071964263916016","-41.10167694091797","-41.10167694091797","-41.10167694091797","-41.1524658203125","-41.1524658203125","-41.1524658203125","-41.15606689453125","-41.15606689453125","-41.15606689453125"
"48","-41.03573989868164","-41.03573989868164","-41.03573989868164","-41.045310974121094","-41.045310974121094","-41.045310974121094","-41.02153015136719","-41.02153015136719","-41.02153015136719","-41.04450607299805","-41.04450607299805","-41.04450607299805","-41.103416442871094","-41.103416442871094","-41.103416442871094","-41.10329818725586","-41.10329818725586","-41.10329818725586","-41.07832336425781","-41.07832336425781","-41.07832336425781","-41.103965759277344","-41.103965759277344","-41.103965759277344","-41.14979553222656","-41.14979553222656","-41.14979553222656","-41.15385818481445","-41.15385818481445","-41.15385818481445"
"49","-41.04490280151367","-41.04490280151367","-41.04490280151367","-41.040924072265625","-41.040924072265625","-41.040924072265625","-41.0131721496582","-41.0131721496582","-41.0131721496582","-41.04595947265625","-41.04595947265625","-41.04595947265625","-41.09721755981445","-41.09721755981445","-41.09721755981445","-41.10176467895508","-41.10176467895508","-41.10176467895508","-41.077293395996094","-41.077293395996094","-41.077293395996094","-41.10482406616211","-41.10482406616211","-41.10482406616211","-41.151451110839844","-41.151451110839844","-41.151451110839844","-41.157127380371094","-41.157127380371094","-41.157127380371094"
"50","-41.042110443115234","-41.042110443115234","-41.042110443115234","-41.041900634765625","-41.041900634765625","-41.041900634765625","-41.01822280883789","-41.01822280883789","-41.01822280883789","-41.046844482421875","-41.046844482421875","-41.046844482421875","-41.10038757324219","-41.10038757324219","-41.10038757324219","-41.0987548828125","-41.0987548828125","-41.0987548828125","-41.080108642578125","-41.080108642578125","-41.080108642578125","-41.10891342163086","-41.10891342163086","-41.10891342163086","-41.15059280395508","-41.15059280395508","-41.15059280395508","-41.15398025512695","-41.15398025512695","-41.15398025512695"
"51","-41.04316711425781","-41.04316711425781","-41.04316711425781","-41.0438117980957","-41.0438117980957","-41.0438117980957","-41.01499938964844","-41.01499938964844","-41.01499938964844","-41.04274368286133","-41.04274368286133","-41.04274368286133","-41.10374069213867","-41.10374069213867","-41.10374069213867","-41.10244369506836","-41.10244369506836","-41.10244369506836","-41.07837677001953","-41.07837677001953","-41.07837677001953","-41.112648010253906","-41.112648010253906","-41.112648010253906","-41.14255142211914","-41.14255142211914","-41.14255142211914","-41.15053939819336","-41.15053939819336","-41.15053939819336"
"52","-41.04078674316406","-41.04078674316406","-41.04078674316406","-41.04362869262695","-41.04362869262695","-41.04362869262695","-41.02369689941406","-41.02369689941406","-41.02369689941406","-41.04524612426758","-41.04524612426758","-41.04524612426758","-41.102787017822266","-41.102787017822266","-41.102787017822266","-41.09897994995117","-41.09897994995117","-41.09897994995117","-41.08447265625","-41.08447265625","-41.08447265625","-41.1029167175293","-41.1029167175293","-41.1029167175293","-41.149749755859375","-41.149749755859375","-41.149749755859375","-41.15745544433594","-41.15745544433594","-41.15745544433594"
"53","-41.04269790649414","-41.04269790649414","-41.04269790649414","-41.03773880004883","-41.03773880004883","-41.03773880004883","-41.02298355102539","-41.02298355102539","-41.02298355102539","-41.041648864746094","-41.041648864746094","-41.041648864746094","-41.10726547241211","-41.10726547241211","-41.10726547241211","-41.10466003417969","-41.10466003417969","-41.10466003417969","-41.07609176635742","-41.07609176635742","-41.07609176635742","-41.104793548583984","-41.104793548583984","-41.104793548583984","-41.14928436279297","-41.14928436279297","-41.14928436279297","-41.15576934814453","-41.15576934814453","-41.15576934814453"
"54","-41.0402946472168","-41.0402946472168","-41.0402946472168","-41.0438232421875","-41.0438232421875","-41.0438232421875","-41.02055740356445","-41.02055740356445","-41.02055740356445","-41.04893493652344","-41.04893493652344","-41.04893493652344","-41.10001754760742","-41.10001754760742","-41.10001754760742","-41.10084533691406","-41.10084533691406","-41.10084533691406","-41.080570220947266","-41.080570220947266","-41.080570220947266","-41.10862731933594","-41.10862731933594","-41.10862731933594","-41.15115737915039","-41.15115737915039","-41.15115737915039","-41.15420913696289","-41.15420913696289","-41.15420913696289"
"55","-41.04474639892578","-41.04474639892578","-41.04474639892578","-41.04167938232422","-41.04167938232422","-41.04167938232422","-41.01920700073242","-41.01920700073242","-41.01920700073242","-41.04176330566406","-41.04176330566406","-41.04176330566406","-41.102210998535156","-41.102210998535156","-41.102210998535156","-41.10417938232422","-41.10417938232422","-41.10417938232422","-41.07780075073242","-41.07780075073242","-41.07780075073242","-41.10792922973633","-41.10792922973633","-41.10792922973633","-41.15489959716797","-41.15489959716797","-41.15489959716797","-41.15556335449219","-41.15556335449219","-41.15556335449219"
"56","-41.043338775634766","-41.043338775634766","-41.043338775634766","-41.04252243041992","-41.04252243041992","-41.04252243041992","-41.01972198486328","-41.01972198486328","-41.01972198486328","-41.048118591308594","-41.048118591308594","-41.048118591308594","-41.104408264160156","-41.104408264160156","-41.104408264160156","-41.10100555419922","-41.10100555419922","-41.10100555419922","-41.07896423339844","-41.07896423339844","-41.07896423339844","-41.10768127441406","-41.10768127441406","-41.10768127441406","-41.148590087890625","-41.148590087890625","-41.148590087890625","-41.15339660644531","-41.15339660644531","-41.15339660644531"
"57","-41.04039001464844","-41.04039001464844","-41.04039001464844","-41.04103088378906","-41.04103088378906","-41.04103088378906","-41.01870346069336","-41.01870346069336","-41.01870346069336","-41.050811767578125","-41.050811767578125","-41.050811767578125","-41.1020622253418","-41.1020622253418","-41.1020622253418","-41.10236740112305","-41.10236740112305","-41.10236740112305","-41.08101272583008","-41.08101272583008","-41.08101272583008","-41.10606002807617","-41.10606002807617","-41.10606002807617","-41.15351867675781","-41.15351867675781","-41.15351867675781","-41.15486526489258","-41.15486526489258","-41.15486526489258"
"58","-41.03506088256836","-41.03506088256836","-41.03506088256836","-41.044525146484375","-41.044525146484375","-41.044525146484375","-41.02150344848633","-41.02150344848633","-41.02150344848633","-41.04775619506836","-41.04775619506836","-41.04775619506836","-41.103450775146484","-41.103450775146484","-41.103450775146484","-41.110591888427734","-41.110591888427734","-41.110591888427734","-41.08055114746094","-41.08055114746094","-41.08055114746094","-41.10820388793945","-41.10820388793945","-41.10820388793945","-41.15421676635742","-41.15421676635742","-41.15421676635742","-41.15314865112305","-41.15314865112305","-41.15314865112305"
"59","-41.043643951416016","-41.043643951416016","-41.043643951416016","-41.043922424316406","-41.043922424316406","-41.043922424316406","-41.012691497802734","-41.012691497802734","-41.012691497802734","-41.04788589477539","-41.04788589477539","-41.04788589477539","-41.10501480102539","-41.10501480102539","-41.10501480102539","-41.102718353271484","-41.102718353271484","-41.102718353271484","-41.07394790649414","-41.07394790649414","-41.07394790649414","-41.10664367675781","-41.10664367675781","-41.10664367675781","-41.151363372802734","-41.151363372802734","-41.151363372802734","-41.150638580322266","-41.150638580322266","-41.150638580322266"
"60","-41.03944396972656","-41.03944396972656","-41.03944396972656","-41.04153060913086","-41.04153060913086","-41.04153060913086","-41.018409729003906","-41.018409729003906","-41.018409729003906","-41.04304122924805","-41.04304122924805","-41.04304122924805","-41.102203369140625","-41.102203369140625","-41.102203369140625","-41.10810852050781","-41.10810852050781","-41.10810852050781","-41.07854461669922","-41.07854461669922","-41.07854461669922","-41.109004974365234","-41.109004974365234","-41.109004974365234","-41.152732849121094","-41.152732849121094","-41.152732849121094","-41.153648376464844","-41.153648376464844","-41.153648376464844"
"61","-41.04534149169922","-41.04534149169922","-41.04534149169922","-41.036834716796875","-41.036834716796875","-41.036834716796875","-41.02533721923828","-41.02533721923828","-41.02533721923828","-41.051307678222656","-41.051307678222656","-41.051307678222656","-41.106563568115234","-41.106563568115234","-41.106563568115234","-41.10855484008789","-41.10855484008789","-41.10855484008789","-41.078216552734375","-41.078216552734375","-41.078216552734375","-41.10971450805664","-41.10971450805664","-41.10971450805664","-41.15394973754883","-41.15394973754883","-41.15394973754883","-41.15682601928711","-41.15682601928711","-41.15682601928711"
"62","-41.043556213378906","-41.043556213378906","-41.043556213378906","-41.039154052734375","-41.039154052734375","-41.039154052734375","-41.020851135253906","-41.020851135253906","-41.020851135253906","-41.0441780090332","-41.0441780090332","-41.0441780090332","-41.1082878112793","-41.1082878112793","-41.1082878112793","-41.10959243774414","-41.10959243774414","-41.10959243774414","-41.079830169677734","-41.079830169677734","-41.079830169677734","-41.104248046875","-41.104248046875","-41.104248046875","-41.150638580322266","-41.150638580322266","-41.150638580322266","-41.157447814941406","-41.157447814941406","-41.157447814941406"
"63","-41.04194641113281","-41.04194641113281","-41.04194641113281","-41.0453987121582","-41.0453987121582","-41.0453987121582","-41.02189636230469","-41.02189636230469","-41.02189636230469","-41.051815032958984","-41.051815032958984","-41.051815032958984","-41.10877990722656","-41.10877990722656","-41.10877990722656","-41.110931396484375","-41.110931396484375","-41.110931396484375","-41.086421966552734","-41.086421966552734","-41.086421966552734","-41.10721969604492","-41.10721969604492","-41.10721969604492","-41.15234375","-41.15234375","-41.15234375","-41.14985656738281","-41.14985656738281","-41.14985656738281"
"64","-41.045310974121094","-41.045310974121094","-41.045310974121094","-41.043479919433594","-41.043479919433594","-41.043479919433594","-41.02665328979492","-41.02665328979492","-41.02665328979492","-41.04671096801758","-41.04671096801758","-41.04671096801758","-41.11207580566406","-41.11207580566406","-41.11207580566406","-41.109161376953125","-41.109161376953125","-41.109161376953125","-41.08246612548828","-41.08246612548828","-41.08246612548828","-41.10893249511719","-41.10893249511719","-41.10893249511719","-41.15117645263672","-41.15117645263672","-41.15117645263672","-41.148075103759766","-41.148075103759766","-41.148075103759766"
"65","-41.04612350463867","-41.04612350463867","-41.04612350463867","-41.041221618652344","-41.041221618652344","-41.041221618652344","-41.0230827331543","-41.0230827331543","-41.0230827331543","-41.051239013671875","-41.051239013671875","-41.051239013671875","-41.1121711730957","-41.1121711730957","-41.1121711730957","-41.111595153808594","-41.111595153808594","-41.111595153808594","-41.08020782470703","-41.08020782470703","-41.08020782470703","-41.11090850830078","-41.11090850830078","-41.11090850830078","-41.150306701660156","-41.150306701660156","-41.150306701660156","-41.15776062011719","-41.15776062011719","-41.15776062011719"
"66","-41.0446662902832","-41.0446662902832","-41.0446662902832","-41.04026794433594","-41.04026794433594","-41.04026794433594","-41.03010559082031","-41.03010559082031","-41.03010559082031","-41.04923629760742","-41.04923629760742","-41.04923629760742","-41.108436584472656","-41.108436584472656","-41.108436584472656","-41.10774230957031","-41.10774230957031","-41.10774230957031","-41.08787536621094","-41.08787536621094","-41.08787536621094","-41.10783767700195","-41.10783767700195","-41.10783767700195","-41.14805221557617","-41.14805221557617","-41.14805221557617","-41.155391693115234","-41.155391693115234","-41.155391693115234"
"67","-41.039207458496094","-41.039207458496094","-41.039207458496094","-41.042808532714844","-41.042808532714844","-41.042808532714844","-41.02531433105469","-41.02531433105469","-41.02531433105469","-41.04839324951172","-41.04839324951172","-41.04839324951172","-41.11277770996094","-41.11277770996094","-41.11277770996094","-41.10881042480469","-41.10881042480469","-41.10881042480469","-41.082740783691406","-41.082740783691406","-41.082740783691406","-41.11116027832031","-41.11116027832031","-41.11116027832031","-41.15483474731445","-41.15483474731445","-41.15483474731445","-41.15652084350586","-41.15652084350586","-41.15652084350586"
"68","-41.048583984375","-41.048583984375","-41.048583984375","-41.04027557373047","-41.04027557373047","-41.04027557373047","-41.019840240478516","-41.019840240478516","-41.019840240478516","-41.05567169189453","-41.05567169189453","-41.05567169189453","-41.113468170166016","-41.113468170166016","-41.113468170166016","-41.112709045410156","-41.112709045410156","-41.112709045410156","-41.09011459350586","-41.09011459350586","-41.09011459350586","-41.11125946044922","-41.11125946044922","-41.11125946044922","-41.15595245361328","-41.15595245361328","-41.15595245361328","-41.155731201171875","-41.155731201171875","-41.155731201171875"
"69","-41.04366683959961","-41.04366683959961","-41.04366683959961","-41.040767669677734","-41.040767669677734","-41.040767669677734","-41.02642059326172","-41.02642059326172","-41.02642059326172","-41.0484504699707","-41.0484504699707","-41.0484504699707","-41.109867095947266","-41.109867095947266","-41.109867095947266","-41.11259841918945","-41.11259841918945","-41.11259841918945","-41.0855712890625","-41.0855712890625","-41.0855712890625","-41.110374450683594","-41.110374450683594","-41.110374450683594","-41.157649993896484","-41.157649993896484","-41.157649993896484","-41.15754318237305","-41.15754318237305","-41.15754318237305"
"70","-41.04457092285156","-41.04457092285156","-41.04457092285156","-41.04222869873047","-41.04222869873047","-41.04222869873047","-41.028255462646484","-41.028255462646484","-41.028255462646484","-41.05401611328125","-41.05401611328125","-41.05401611328125","-41.11446762084961","-41.11446762084961","-41.11446762084961","-41.11357879638672","-41.11357879638672","-41.11357879638672","-41.08918762207031","-41.08918762207031","-41.08918762207031","-41.11089324951172","-41.11089324951172","-41.11089324951172","-41.153812408447266","-41.153812408447266","-41.153812408447266","-41.158390045166016","-41.158390045166016","-41.158390045166016"
"71","-41.040138244628906","-41.040138244628906","-41.040138244628906","-41.046810150146484","-41.046810150146484","-41.046810150146484","-41.02359390258789","-41.02359390258789","-41.02359390258789","-41.04735565185547","-41.04735565185547","-41.04735565185547","-41.115516662597656","-41.115516662597656","-41.115516662597656","-41.116661071777344","-41.116661071777344","-41.116661071777344","-41.085350036621094","-41.085350036621094","-41.085350036621094","-41.11008834838867","-41.11008834838867","-41.11008834838867","-41.15399169921875","-41.15399169921875","-41.15399169921875","-41.1606330871582","-41.1606330871582","-41.1606330871582"
"72","-41.04240417480469","-41.04240417480469","-41.04240417480469","-41.04426574707031","-41.04426574707031","-41.04426574707031","-41.02836227416992","-41.02836227416992","-41.02836227416992","-41.04643249511719","-41.04643249511719","-41.04643249511719","-41.111412048339844","-41.111412048339844","-41.111412048339844","-41.11732482910156","-41.11732482910156","-41.11732482910156","-41.079532623291016","-41.079532623291016","-41.079532623291016","-41.104339599609375","-41.104339599609375","-41.104339599609375","-41.15635681152344","-41.15635681152344","-41.15635681152344","-41.15985870361328","-41.15985870361328","-41.15985870361328"
"73","-41.039939880371094","-41.039939880371094","-41.039939880371094","-41.04324722290039","-41.04324722290039","-41.04324722290039","-41.024993896484375","-41.024993896484375","-41.024993896484375","-41.049110412597656","-41.049110412597656","-41.049110412597656","-41.116817474365234","-41.116817474365234","-41.116817474365234","-41.11408615112305","-41.11408615112305","-41.11408615112305","-41.07781982421875","-41.07781982421875","-41.07781982421875","-41.11241149902344","-41.11241149902344","-41.11241149902344","-41.15530776977539","-41.15530776977539","-41.15530776977539","-41.15510177612305","-41.15510177612305","-41.15510177612305"
"74","-41.04228591918945","-41.04228591918945","-41.04228591918945","-41.04166030883789","-41.04166030883789","-41.04166030883789","-41.025413513183594","-41.025413513183594","-41.025413513183594","-41.04959487915039","-41.04959487915039","-41.04959487915039","-41.11152267456055","-41.11152267456055","-41.11152267456055","-41.119224548339844","-41.119224548339844","-41.119224548339844","-41.09029006958008","-41.09029006958008","-41.09029006958008","-41.10624313354492","-41.10624313354492","-41.10624313354492","-41.15736770629883","-41.15736770629883","-41.15736770629883","-41.16208267211914","-41.16208267211914","-41.16208267211914"
"75","-41.03995132446289","-41.03995132446289","-41.03995132446289","-41.04326629638672","-41.04326629638672","-41.04326629638672","-41.0279655456543","-41.0279655456543","-41.0279655456543","-41.049461364746094","-41.049461364746094","-41.049461364746094","-41.11281204223633","-41.11281204223633","-41.11281204223633","-41.11469650268555","-41.11469650268555","-41.11469650268555","-41.087371826171875","-41.087371826171875","-41.087371826171875","-41.11276626586914","-41.11276626586914","-41.11276626586914","-41.157501220703125","-41.157501220703125","-41.157501220703125","-41.15645217895508","-41.15645217895508","-41.15645217895508"
"76","-41.04541778564453","-41.04541778564453","-41.04541778564453","-41.04148864746094","-41.04148864746094","-41.04148864746094","-41.024322509765625","-41.024322509765625","-41.024322509765625","-41.04930877685547","-41.04930877685547","-41.04930877685547","-41.117088317871094","-41.117088317871094","-41.117088317871094","-41.11593246459961","-41.11593246459961","-41.11593246459961","-41.0797119140625","-41.0797119140625","-41.0797119140625","-41.10865020751953","-41.10865020751953","-41.10865020751953","-41.15614318847656","-41.15614318847656","-41.15614318847656","-41.15956115722656","-41.15956115722656","-41.15956115722656"
"77","-41.04582214355469","-41.04582214355469","-41.04582214355469","-41.04071044921875","-41.04071044921875","-41.04071044921875","-41.030670166015625","-41.030670166015625","-41.030670166015625","-41.04867935180664","-41.04867935180664","-41.04867935180664","-41.11593246459961","-41.11593246459961","-41.11593246459961","-41.11951446533203","-41.11951446533203","-41.11951446533203","-41.08842468261719","-41.08842468261719","-41.08842468261719","-41.113224029541016","-41.113224029541016","-41.113224029541016","-41.154136657714844","-41.154136657714844","-41.154136657714844","-41.156463623046875","-41.156463623046875","-41.156463623046875"
"78","-41.044681549072266","-41.044681549072266","-41.044681549072266","-41.04327392578125","-41.04327392578125","-41.04327392578125","-41.028961181640625","-41.028961181640625","-41.028961181640625","-41.046958923339844","-41.046958923339844","-41.046958923339844","-41.11638641357422","-41.11638641357422","-41.11638641357422","-41.119346618652344","-41.119346618652344","-41.119346618652344","-41.083396911621094","-41.083396911621094","-41.083396911621094","-41.112152099609375","-41.112152099609375","-41.112152099609375","-41.14987564086914","-41.14987564086914","-41.14987564086914","-41.1585807800293","-41.1585807800293","-41.1585807800293"
"79","-41.04337692260742","-41.04337692260742","-41.04337692260742","-41.04942321777344","-41.04942321777344","-41.04942321777344","-41.02840042114258","-41.02840042114258","-41.02840042114258","-41.04975128173828","-41.04975128173828","-41.04975128173828","-41.115806579589844","-41.115806579589844","-41.115806579589844","-41.1168327331543","-41.1168327331543","-41.1168327331543","-41.08712387084961","-41.08712387084961","-41.08712387084961","-41.109519958496094","-41.109519958496094","-41.109519958496094","-41.14986038208008","-41.14986038208008","-41.14986038208008","-41.15214538574219","-41.15214538574219","-41.15214538574219"
"80","-41.047096252441406","-41.047096252441406","-41.047096252441406","-41.04329299926758","-41.04329299926758","-41.04329299926758","-41.02622604370117","-41.02622604370117","-41.02622604370117","-41.04966735839844","-41.04966735839844","-41.04966735839844","-41.11233139038086","-41.11233139038086","-41.11233139038086","-41.11918640136719","-41.11918640136719","-41.11918640136719","-41.09073257446289","-41.09073257446289","-41.09073257446289","-41.10480880737305","-41.10480880737305","-41.10480880737305","-41.15378952026367","-41.15378952026367","-41.15378952026367","-41.1573486328125","-41.1573486328125","-41.1573486328125"